#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;
88games;'88 Games;Final Burn Alpha;;1988;Konami;Sports / Track & Field;;;;;0;;;;;;
88games;'88 Games;Final Burn Alpha;;1988;Konami;Sports / Track & Field;;;;;;;;;;;
88games;'88 Games;Final Burn Alpha;;1988;Konami;Sports / Track & Field;;;;;0;;;;;;
99lstwar;'99 The Last War;Final Burn Alpha;;1985;Proma;Shooter / Gallery;;;;;0;;;;;;
99lstwar;'99 The Last War;Final Burn Alpha;;1985;Proma;Shooter / Gallery;;;;;0;;;;;;
99lstwark;'99 The Last War (Kyugo);Final Burn Alpha;;1985;Kyugo;Shooter / Gallery;;;;;0;;;;;;
99lstwark;'99 The Last War (Kyugo);Final Burn Alpha;;1985;Kyugo;Shooter / Gallery;;;;;0;;;;;;
99lstwara;'99 The Last War (alternate);Final Burn Alpha;;1985;Proma;Shooter / Gallery;;;;;0;;;;;;
99lstwara;'99 The Last War (alternate);Final Burn Alpha;;1985;Proma;Shooter / Gallery;;;;;0;;;;;;
99lstwar;'99: The Last War;Final Burn Alpha;;1985;Proma;Shooter / Gallery;;;;;;;;;;;
99lstwar;'99: The Last War;Final Burn Alpha;;1985;Proma;Shooter / Gallery;;;;;;;;;;;
99lstwark;'99: The Last War (Kyugo);Final Burn Alpha;;1985;Kyugo;Shooter / Gallery;;;;;;;;;;;
99lstwark;'99: The Last War (Kyugo);Final Burn Alpha;;1985;Kyugo;Shooter / Gallery;;;;;;;;;;;
99lstwara;'99: The Last War (alternate);Final Burn Alpha;;1985;Proma;Shooter / Gallery;;;;;;;;;;;
99lstwara;'99: The Last War (alternate);Final Burn Alpha;;1985;Proma;Shooter / Gallery;;;;;;;;;;;
gtmra;1000 Miglia Great 1000 Miles Rally (94/06/13);Final Burn Alpha;;1994;Kaneko;Driving / Race;;;;;0;;;;;;
gtmra;1000 Miglia Great 1000 Miles Rally (94/06/13);Final Burn Alpha;;1994;Kaneko;Driving / Race;;;;;0;;;;;;
gtmr;1000 Miglia Great 1000 Miles Rally (94/07/18);Final Burn Alpha;;1994;Kaneko;Driving / Race;;;;;0;;;;;;
gtmr;1000 Miglia Great 1000 Miles Rally (94/07/18);Final Burn Alpha;;1994;Kaneko;Driving / Race;;;;;0;;;;;;
gtmra;1000 Miglia: Great 1000 Miles Rally (94/06/13);Final Burn Alpha;;1994;Kaneko;Driving / Race;;;;;;;;;;;
gtmra;1000 Miglia: Great 1000 Miles Rally (94/06/13);Final Burn Alpha;;1994;Kaneko;Driving / Race;;;;;;;;;;;
gtmr;1000 Miglia: Great 1000 Miles Rally (94/07/18);Final Burn Alpha;;1994;Kaneko;Driving / Race;;;;;;;;;;;
gtmr;1000 Miglia: Great 1000 Miles Rally (94/07/18);Final Burn Alpha;;1994;Kaneko;Driving / Race;;;;;;;;;;;
12in1;12 in 1;Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;;
12in1;12 in 1;Final Burn Alpha;;199?;unlicensed;;;;;;;;;;;;
12in1;12 in 1;Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;;
12in1;12 in 1;Final Burn Alpha;;199?;unlicensed;;;;;;;;;;;;
13mahjan;13 Ma Jiang - 98 Mei Shao Nu Pian (Chi);Final Burn Alpha;;1998;BBD;;;;;;0;;;;;;
13mahjan;13 Ma Jiang - 98 Mei Shao Nu Pian (Chi);Final Burn Alpha;;1998;BBD;;;;;;;;;;;;
13mahjan;13 Ma Jiang - 98 Mei Shao Nu Pian (Chi);Final Burn Alpha;;1998;BBD;;;;;;0;;;;;;
13mahjan;13 Ma Jiang - 98 Mei Shao Nu Pian (Chi);Final Burn Alpha;;1998;BBD;;;;;;;;;;;;
16tongnk;16 Ton (Jpn, Game no Kandume MegaCD Rip);Final Burn Alpha;;1991;Sega;;;;;;0;;;;;;
16tongnk;16 Ton (Jpn, Game no Kandume MegaCD Rip);Final Burn Alpha;;1991;Sega;;;;;;;;;;;;
16tongnk;16 Ton (Jpn, Game no Kandume MegaCD Rip);Final Burn Alpha;;1991;Sega;;;;;;0;;;;;;
16tongnk;16 Ton (Jpn, Game no Kandume MegaCD Rip);Final Burn Alpha;;1991;Sega;;;;;;;;;;;;
16ton;16 Ton (Jpn, SegaNet);Final Burn Alpha;;1991;Sega;;;;;;0;;;;;;
16ton;16 Ton (Jpn, SegaNet);Final Burn Alpha;;1991;Sega;;;;;;;;;;;;
16ton;16 Ton (Jpn, SegaNet);Final Burn Alpha;;1991;Sega;;;;;;0;;;;;;
16ton;16 Ton (Jpn, SegaNet);Final Burn Alpha;;1991;Sega;;;;;;;;;;;;
16zhan;16 Zhang Ma Jiang (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;;
16zhan;16 Zhang Ma Jiang (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;;;;;;;
16zhan;16 Zhang Ma Jiang (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;;
16zhan;16 Zhang Ma Jiang (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;;;;;;;
1941u;1941 - Counter Attack (900227 USA);Final Burn Alpha;;1990;Capcom;Shooter;;;;;0;;;;;;
1941u;1941 - Counter Attack (900227 USA);Final Burn Alpha;;1990;Capcom;Shooter;;;;;;;;;;;
1941u;1941 - Counter Attack (900227 USA);Final Burn Alpha;;1990;Capcom;Shooter;;;;;0;;;;;;
1941u;1941 - Counter Attack (900227 USA);Final Burn Alpha;;1990;Capcom;Shooter;;;;;;;;;;;
1941;1941 - Counter Attack (900227 World);Final Burn Alpha;;1990;Capcom;Shooter;;;;;0;;;;;;
1941;1941 - Counter Attack (900227 World);Final Burn Alpha;;1990;Capcom;Shooter;;;;;;;;;;;
1941;1941 - Counter Attack (900227 World);Final Burn Alpha;;1990;Capcom;Shooter;;;;;0;;;;;;
1941;1941 - Counter Attack (900227 World);Final Burn Alpha;;1990;Capcom;Shooter;;;;;;;;;;;
1941j;1941 - Counter Attack (Japan);Final Burn Alpha;;1990;Capcom;Shooter;;;;;0;;;;;;
1941j;1941 - Counter Attack (Japan);Final Burn Alpha;;1990;Capcom;Shooter;;;;;;;;;;;
1941j;1941 - Counter Attack (Japan);Final Burn Alpha;;1990;Capcom;Shooter;;;;;0;;;;;;
1941j;1941 - Counter Attack (Japan);Final Burn Alpha;;1990;Capcom;Shooter;;;;;;;;;;;
1941r1;1941 - Counter Attack (World);Final Burn Alpha;;1990;Capcom;Shooter;;;;;0;;;;;;
1941r1;1941 - Counter Attack (World);Final Burn Alpha;;1990;Capcom;Shooter;;;;;;;;;;;
1941r1;1941 - Counter Attack (World);Final Burn Alpha;;1990;Capcom;Shooter;;;;;0;;;;;;
1941r1;1941 - Counter Attack (World);Final Burn Alpha;;1990;Capcom;Shooter;;;;;;;;;;;
1942b;1942 (First Version);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1942b;1942 (First Version);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1942b;1942 (First Version);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1942b;1942 (First Version);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1942a;1942 (Revision A);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1942a;1942 (Revision A);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1942a;1942 (Revision A);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1942a;1942 (Revision A);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1942abl;1942 (Revision A, bootleg) [Bootleg];Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1942abl;1942 (Revision A, bootleg) [Bootleg];Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1942abl;1942 (Revision A, bootleg) [Bootleg];Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1942abl;1942 (Revision A, bootleg) [Bootleg];Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1942;1942 (Revision B);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1942;1942 (Revision B);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1942;1942 (Revision B);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1942;1942 (Revision B);Final Burn Alpha;;1984;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1942w;1942 (Williams Electronics license);Final Burn Alpha;;1985;Capcom (Williams Electronics license);Shooter / Flying Vertical;;;;;0;;;;;;
1942w;1942 (Williams Electronics license);Final Burn Alpha;;1985;Capcom (Williams Electronics license);Shooter / Flying Vertical;;;;;;;;;;;
1942w;1942 (Williams Electronics license);Final Burn Alpha;;1985;Capcom (Williams Electronics license);Shooter / Flying Vertical;;;;;0;;;;;;
1942w;1942 (Williams Electronics license);Final Burn Alpha;;1985;Capcom (Williams Electronics license);Shooter / Flying Vertical;;;;;;;;;;;
1943 Kai (Japan);1943 Kai;NEC PC Engine;;;;Shooter / Flying Vertical;;;;;0;;;;;;
1943 Kai (Japan);1943 Kai;NEC PC Engine;;None;None;Shooter / Flying Vertical;;;;;;;;;;;
1943 Kai (Japan);1943 Kai;NEC PC Engine;;;;Shooter / Flying Vertical;;;;;0;;;;;;
1943 Kai (Japan);1943 Kai;NEC PC Engine;;None;None;Shooter / Flying Vertical;;;;;;;;;;;
1943kai;1943 Kai Midway Kaisen (Japan);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943kai;1943 Kai Midway Kaisen (Japan);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943kai;1943 Kai: Midway Kaisen (Japan);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943kai;1943 Kai: Midway Kaisen (Japan);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943ja;1943 Midway Kaisen (Japan);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943ja;1943 Midway Kaisen (Japan);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943j;1943 Midway Kaisen (Japan, Rev B);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943j;1943 Midway Kaisen (Japan, Rev B);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943;1943 The Battle of Midway (Euro);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943;1943 The Battle of Midway (Euro);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943u;1943 The Battle of Midway (US);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943u;1943 The Battle of Midway (US);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943b;1943 The Battle of Midway (bootleg set 1, hack of Japan set) [Bootleg];Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943b;1943 The Battle of Midway (bootleg set 1, hack of Japan set) [Bootleg];Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943b2;1943 The Battle of Midway (bootleg set 2, hack of Japan set) [Bootleg];Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943b2;1943 The Battle of Midway (bootleg set 2, hack of Japan set) [Bootleg];Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;0;;;;;;
1943ja;1943: Midway Kaisen (Japan);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943ja;1943: Midway Kaisen (Japan);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943j;1943: Midway Kaisen (Japan, Rev B);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943j;1943: Midway Kaisen (Japan, Rev B);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943;1943: The Battle of Midway (Euro);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943;1943: The Battle of Midway (Euro);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943u;1943: The Battle of Midway (US);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943u;1943: The Battle of Midway (US);Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943b;1943: The Battle of Midway (bootleg set 1, hack of Japan set) [Bootleg];Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943b;1943: The Battle of Midway (bootleg set 1, hack of Japan set) [Bootleg];Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943b2;1943: The Battle of Midway (bootleg set 2, hack of Japan set) [Bootleg];Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1943b2;1943: The Battle of Midway (bootleg set 2, hack of Japan set) [Bootleg];Final Burn Alpha;;1987;Capcom;Shooter / Flying Vertical;;;;;;;;;;;
1944j;1944 - the loop master (000620 Japan);Final Burn Alpha;;2000;Capcom / 8ing / Raizing;;;;;;0;;;;;;
1944j;1944 - the loop master (000620 Japan);Final Burn Alpha;;2000;Capcom / 8ing / Raizing;;;;;;;;;;;;
1944j;1944 - the loop master (000620 Japan);Final Burn Alpha;;2000;Capcom / 8ing / Raizing;;;;;;0;;;;;;
1944j;1944 - the loop master (000620 Japan);Final Burn Alpha;;2000;Capcom / 8ing / Raizing;;;;;;;;;;;;
1944d;1944 - the loop master (000620 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;2000;bootleg;;;;;;0;;;;;;
1944d;1944 - the loop master (000620 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;2000;bootleg;;;;;;;;;;;;
1944d;1944 - the loop master (000620 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;2000;bootleg;;;;;;0;;;;;;
1944d;1944 - the loop master (000620 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;2000;bootleg;;;;;;;;;;;;
1944ad;1944 - the loop master (000620 USA Phoenix Edition, alt) [Bootleg];Final Burn Alpha;;2000;bootleg;;;;;;0;;;;;;
1944ad;1944 - the loop master (000620 USA Phoenix Edition, alt) [Bootleg];Final Burn Alpha;;2000;bootleg;;;;;;;;;;;;
1944ad;1944 - the loop master (000620 USA Phoenix Edition, alt) [Bootleg];Final Burn Alpha;;2000;bootleg;;;;;;0;;;;;;
1944ad;1944 - the loop master (000620 USA Phoenix Edition, alt) [Bootleg];Final Burn Alpha;;2000;bootleg;;;;;;;;;;;;
1944;1944 - the loop master (000620 USA);Final Burn Alpha;;2000;Capcom / 8ing / Raizing;;;;;;0;;;;;;
1944;1944 - the loop master (000620 USA);Final Burn Alpha;;2000;Capcom / 8ing / Raizing;;;;;;;;;;;;
1944;1944 - the loop master (000620 USA);Final Burn Alpha;;2000;Capcom / 8ing / Raizing;;;;;;0;;;;;;
1944;1944 - the loop master (000620 USA);Final Burn Alpha;;2000;Capcom / 8ing / Raizing;;;;;;;;;;;;
bgareggabl;1945 Part 2 (Battle Garaga hack) [Hack];Final Burn Alpha;;1996;hack;;;;;;0;;;;;;
bgareggabl;1945 Part 2 (Battle Garaga hack) [Hack];Final Burn Alpha;;1996;hack;;;;;;;;;;;;
bgareggabl;1945 Part 2 (Battle Garaga hack) [Hack];Final Burn Alpha;;1996;hack;;;;;;0;;;;;;
bgareggabl;1945 Part 2 (Battle Garaga hack) [Hack];Final Burn Alpha;;1996;hack;;;;;;;;;;;;
1945kiii;1945k III;Final Burn Alpha;;2000;Oriental;Shooter / Flying Vertical;;;;;0;;;;;;
1945kiii;1945k III;Final Burn Alpha;;2000;Oriental;Shooter / Flying Vertical;;;;;;;;;;;
1945kiii;1945k III;Final Burn Alpha;;2000;Oriental;Shooter / Flying Vertical;;;;;0;;;;;;
1945kiii;1945k III;Final Burn Alpha;;2000;Oriental;Shooter / Flying Vertical;;;;;;;;;;;
19xxa;19XX - the war against destiny (951207 Asia);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xxa;19XX - the war against destiny (951207 Asia);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxa;19XX - the war against destiny (951207 Asia);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xxa;19XX - the war against destiny (951207 Asia);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxjr2;19XX - the war against destiny (951207 Japan);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xxjr2;19XX - the war against destiny (951207 Japan);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxjr2;19XX - the war against destiny (951207 Japan);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xxjr2;19XX - the war against destiny (951207 Japan);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxd;19XX - the war against destiny (951207 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;1995;bootleg;;;;;;0;;;;;;
19xxd;19XX - the war against destiny (951207 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;1995;bootleg;;;;;;;;;;;;
19xxd;19XX - the war against destiny (951207 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;1995;bootleg;;;;;;0;;;;;;
19xxd;19XX - the war against destiny (951207 USA Phoenix Edition) [Bootleg];Final Burn Alpha;;1995;bootleg;;;;;;;;;;;;
19xx;19XX - the war against destiny (951207 USA);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xx;19XX - the war against destiny (951207 USA);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xx;19XX - the war against destiny (951207 USA);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xx;19XX - the war against destiny (951207 USA);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxb;19XX - the war against destiny (951218 Brazil);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xxb;19XX - the war against destiny (951218 Brazil);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxb;19XX - the war against destiny (951218 Brazil);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xxb;19XX - the war against destiny (951218 Brazil);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxh;19XX - the war against destiny (951218 Hispanic);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xxh;19XX - the war against destiny (951218 Hispanic);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxh;19XX - the war against destiny (951218 Hispanic);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xxh;19XX - the war against destiny (951218 Hispanic);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxjr1;19XX - the war against destiny (951225 Japan);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xxjr1;19XX - the war against destiny (951225 Japan);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxjr1;19XX - the war against destiny (951225 Japan);Final Burn Alpha;;1995;Capcom;;;;;;0;;;;;;
19xxjr1;19XX - the war against destiny (951225 Japan);Final Burn Alpha;;1995;Capcom;;;;;;;;;;;;
19xxj;19XX - the war against destiny (960104 Japan, yellow case);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
19xxj;19XX - the war against destiny (960104 Japan, yellow case);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
19xxj;19XX - the war against destiny (960104 Japan, yellow case);Final Burn Alpha;;1996;Capcom;;;;;;0;;;;;;
19xxj;19XX - the war against destiny (960104 Japan, yellow case);Final Burn Alpha;;1996;Capcom;;;;;;;;;;;;
2psymmac;2 in 1 - Psycho Pinball & Micro Machines (Euro);Final Burn Alpha;;1993;Codemasters;;;;;;0;;;;;;
2psymmac;2 in 1 - Psycho Pinball & Micro Machines (Euro);Final Burn Alpha;;1993;Codemasters;;;;;;;;;;;;
2psymmac;2 in 1 - Psycho Pinball & Micro Machines (Euro);Final Burn Alpha;;1993;Codemasters;;;;;;0;;;;;;
2psymmac;2 in 1 - Psycho Pinball & Micro Machines (Euro);Final Burn Alpha;;1993;Codemasters;;;;;;;;;;;;
2020bb;2020 Super Baseball (set 1);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;0;;;;;;
2020bb;2020 Super Baseball (set 1);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;;;;;;;
2020bb;2020 Super Baseball (set 1);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;0;;;;;;
2020bb;2020 Super Baseball (set 1);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;;;;;;;
2020bba;2020 Super Baseball (set 2);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;0;;;;;;
2020bba;2020 Super Baseball (set 2);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;;;;;;;
2020bba;2020 Super Baseball (set 2);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;0;;;;;;
2020bba;2020 Super Baseball (set 2);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;;;;;;;
2020bbh;2020 Super Baseball (set 3);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;0;;;;;;
2020bbh;2020 Super Baseball (set 3);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;;;;;;;
2020bbh;2020 Super Baseball (set 3);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;0;;;;;;
2020bbh;2020 Super Baseball (set 3);Final Burn Alpha;;1991;SNK / Pallas;Sports/Baseball;;;;;;;;;;;
2020bbj;2020 Toshi Super Baseball (Jpn);Final Burn Alpha;;1994;Electronic Arts Victor;;;;;;0;;;;;;
2020bbj;2020 Toshi Super Baseball (Jpn);Final Burn Alpha;;1994;Electronic Arts Victor;;;;;;;;;;;;
2020bbj;2020 Toshi Super Baseball (Jpn);Final Burn Alpha;;1994;Electronic Arts Victor;;;;;;0;;;;;;
2020bbj;2020 Toshi Super Baseball (Jpn);Final Burn Alpha;;1994;Electronic Arts Victor;;;;;;;;;;;;
21 Emon - Mezase Hotel Ou!! (Japan);21 Emon - Mezase Hotel Ou!!;NEC PC Engine;;;;;;;;;0;;;;;;
21 Emon - Mezase Hotel Ou!! (Japan);21 Emon - Mezase Hotel Ou!!;NEC PC Engine;;None;None;;;;;;;;;;;;
21 Emon - Mezase Hotel Ou!! (Japan);21 Emon - Mezase Hotel Ou!!;NEC PC Engine;;;;;;;;;0;;;;;;
21 Emon - Mezase Hotel Ou!! (Japan);21 Emon - Mezase Hotel Ou!!;NEC PC Engine;;None;None;;;;;;;;;;;;
21emon;21 Emon - Mezase Hotel ou!!;Final Burn Alpha;;1994;NEC Home Electronics;;;;;;0;;;;;;
21emon;21 Emon - Mezase Hotel ou!!;Final Burn Alpha;;1994;NEC Home Electronics;;;;;;;;;;;;
21emon;21 Emon - Mezase Hotel ou!!;Final Burn Alpha;;1994;NEC Home Electronics;;;;;;0;;;;;;
21emon;21 Emon - Mezase Hotel ou!!;Final Burn Alpha;;1994;NEC Home Electronics;;;;;;;;;;;;
3countb;3 Count Bout / Fire Suplex (NGM-043)(NGH-043);Final Burn Alpha;;1993;SNK;Sports/Wrestling;;;;;0;;;;;;
3countb;3 Count Bout / Fire Suplex (NGM-043)(NGH-043);Final Burn Alpha;;1993;SNK;Sports/Wrestling;;;;;;;;;;;
3countb;3 Count Bout / Fire Suplex (NGM-043)(NGH-043);Final Burn Alpha;;1993;SNK;Sports/Wrestling;;;;;0;;;;;;
3countb;3 Count Bout / Fire Suplex (NGM-043)(NGH-043);Final Burn Alpha;;1993;SNK;Sports/Wrestling;;;;;;;;;;;
3ninja;3 Ninjas Kick Back (USA);Final Burn Alpha;;1994;Psygnosis;Beat-'Em-Up;;;;;0;;;;;;
3ninja;3 Ninjas Kick Back (USA);Final Burn Alpha;;1994;Psygnosis;Beat-'Em-Up;;;;;;;;;;;
3ninja;3 Ninjas Kick Back (USA);Final Burn Alpha;;1994;Psygnosis;Beat-'Em-Up;;;;;0;;;;;;
3ninja;3 Ninjas Kick Back (USA);Final Burn Alpha;;1994;Psygnosis;Beat-'Em-Up;;;;;;;;;;;
3in1fwt;3 in 1 Flashback - World Championship Soccer - Tecmo World Cup 92 (Pirate);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;;
3in1fwt;3 in 1 Flashback - World Championship Soccer - Tecmo World Cup 92 (Pirate);Final Burn Alpha;;199?;unknown;;;;;;;;;;;;
3in1fwt;3 in 1 Flashback - World Championship Soccer - Tecmo World Cup 92 (Pirate);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;;
3in1fwt;3 in 1 Flashback - World Championship Soccer - Tecmo World Cup 92 (Pirate);Final Burn Alpha;;199?;unknown;;;;;;;;;;;;
3in1rmb;3 in 1 Road Rash - Ms. Pac-Man - Block Out (Pirate);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;;
3in1rmb;3 in 1 Road Rash - Ms. Pac-Man - Block Out (Pirate);Final Burn Alpha;;199?;unknown;;;;;;;;;;;;
3in1rmb;3 in 1 Road Rash - Ms. Pac-Man - Block Out (Pirate);Final Burn Alpha;;199?;unknown;;;;;;0;;;;;;
3in1rmb;3 in 1 Road Rash - Ms. Pac-Man - Block Out (Pirate);Final Burn Alpha;;199?;unknown;;;;;;;;;;;;
4enraya;4 En Raya (set 1);Final Burn Alpha;;1990;IDSA;Puzzle / Match;;;;;0;;;;;;
4enraya;4 En Raya (set 1);Final Burn Alpha;;1990;IDSA;Puzzle / Match;;;;;;;;;;;
4enraya;4 En Raya (set 1);Final Burn Alpha;;1990;IDSA;Puzzle / Match;;;;;0;;;;;;
4enraya;4 En Raya (set 1);Final Burn Alpha;;1990;IDSA;Puzzle / Match;;;;;;;;;;;
4enrayaa;4 En Raya (set 2);Final Burn Alpha;;1990;IDSA;Puzzle / Match;;;;;0;;;;;;
4enrayaa;4 En Raya (set 2);Final Burn Alpha;;1990;IDSA;Puzzle / Match;;;;;;;;;;;
4enrayaa;4 En Raya (set 2);Final Burn Alpha;;1990;IDSA;Puzzle / Match;;;;;0;;;;;;
4enrayaa;4 En Raya (set 2);Final Burn Alpha;;1990;IDSA;Puzzle / Match;;;;;;;;;;;
4in1;4 Fun in 1 [Bootleg];Final Burn Alpha;;1981;Armenia / Food and Fun;;;;;;0;;;;;;
4in1;4 Fun in 1 [Bootleg];Final Burn Alpha;;1981;Armenia / Food and Fun;;;;;;;;;;;;
4in1;4 Fun in 1 [Bootleg];Final Burn Alpha;;1981;Armenia / Food and Fun;;;;;;0;;;;;;
4in1;4 Fun in 1 [Bootleg];Final Burn Alpha;;1981;Armenia / Food and Fun;;;;;;;;;;;;
4in1pb;4 in 1 (Pirate);Final Burn Alpha;;199?;unknown;Puzzle;;;;;0;;;;;;
4in1pb;4 in 1 (Pirate);Final Burn Alpha;;199?;unknown;Puzzle;;;;;;;;;;;
4in1pb;4 in 1 (Pirate);Final Burn Alpha;;199?;unknown;Puzzle;;;;;0;;;;;;
